Names,Answer,Series
march,formula 1 constructors,3
williams,formula 1 constructors,3
shadow,formula 1 constructors,3
jordan,formula 1 constructors,3
mckenna,page 3 models,3
fox,page 3 models,3
messenger,page 3 models,3
whittaker,page 3 models,3
dizzy,vehicles in bob the builder,3
muck,vehicles in bob the builder,3
lofty,vehicles in bob the builder,3
scoop,vehicles in bob the builder,3
persian,major varieties of orange,3
blood,major varieties of orange,3
valencia,major varieties of orange,3
navel,major varieties of orange,3
chamber,end in girls names,3
chalice,end in girls names,3
retina,end in girls names,3
senora,end in girls names,3
cain,works by lord byron,3
beppo,works by lord byron,3
darkness,works by lord byron,3
don-juan,works by lord byron,3
louie,end in four vowels,4
sequoia,end in four vowels,4
onomatopoeia,end in four vowels,4
pacquiao,end in four vowels,4
broomstick,things you metaphorically jump,4
queue,things you metaphorically jump,4
gun,things you metaphorically jump,4
shark,things you metaphorically jump,4
ice,countries calledland,4
po,countries calledland,4
ire,countries calledland,4
fin,countries calledland,4
yeltsin,first presidents,4
banana,first presidents,4
kenyatta,first presidents,4
washington,first presidents,4
danger-mouse,david jason roles,4
blanco,david jason roles,4
frost,david jason roles,4
granville,david jason roles,4
largo,wore an eye patch,4
moshe-dayan,wore an eye patch,4
gabrielle,wore an eye patch,4
rooster-cogburn,wore an eye patch,4
zippy,words meaning quick,4
speedy,words meaning quick,4
pronto,words meaning quick,4
presto,words meaning quick,4
punter,cricketing nicknames,4
king-of-spain,cricketing nicknames,4
white-lightning,cricketing nicknames,4
the-wall,cricketing nicknames,4
daisy,disney ducks,4
dewey,disney ducks,4
donald,disney ducks,4
louie,disney ducks,4
westwood,british fashion designers,4
mccartney,british fashion designers,4
guinness,british fashion designers,4
hemingway,british fashion designers,4
magic,circle,4
vicious,circle,4
dress,circle,4
crop,circle,4
pique,final letter can be accented,4
rose,final letter can be accented,4
expose,final letter can be accented,4
lame,final letter can be accented,4
tick,loans,4
hp,loans,4
credit,loans,4
never-never,loans,4
queens,counties of new york city,4
bronx,counties of new york city,4
new-york,counties of new york city,4
richmond,counties of new york city,4
cheese,types of sauce,4
mint,types of sauce,4
bread,types of sauce,4
buffalo,types of sauce,4
fairy,dust,4
gold,dust,4
angel,dust,4
chalk,dust,4
dictator,the great,4
depression,the great,4
bear,the great,4
unwashed,the great,4
skein,collective nouns for birds,4
murder,collective nouns for birds,4
charm,collective nouns for birds,4
parliament,collective nouns for birds,4
sheridan,types of tank,4
sherman,types of tank,4
challenger,types of tank,4
centurion,types of tank,4
us-flag,things that have stripes,4
sergeant,things that have stripes,4
barbers-pole,things that have stripes,4
tiger,things that have stripes,4
pinkerton,characters in madame butterfly,4
cio-cio-san,characters in madame butterfly,4
suzuki,characters in madame butterfly,4
goro,characters in madame butterfly,4
lewis,spin offs,4
angel,spin offs,4
joey,spin offs,4
frasier,spin offs,4
tattoo,types of ink,4
invisible,types of ink,4
indian,types of ink,4
squid,types of ink,4
sub-zero,mortal kombat fighters,4
reptile,mortal kombat fighters,4
scorpion,mortal kombat fighters,4
liu-kang,mortal kombat fighters,4
insert,pc computer keys,4
escape,pc computer keys,4
function,pc computer keys,4
control,pc computer keys,4
home,cabinet secretaries,4
defence,cabinet secretaries,4
justice,cabinet secretaries,4
scottish,cabinet secretaries,4
toxic,shock,4
electric,shock,4
future,shock,4
culture,shock,4
john-peel,stages at glastonbury,4
acoustic,stages at glastonbury,4
pyramid,stages at glastonbury,4
other,stages at glastonbury,4
derby,types of hat,4
pork-pie,types of hat,4
busby,types of hat,4
toque,types of hat,4
vinnie,advertising characters,4
aleksandr-orlov,advertising characters,4
nipper,advertising characters,4
bibendum,advertising characters,4
butt,woodworking joints,4
dovetail,woodworking joints,4
mitre,woodworking joints,4
finger,woodworking joints,4
coal,accoutrements for a snowman,4
pipe,accoutrements for a snowman,4
scarf,accoutrements for a snowman,4
carrot,accoutrements for a snowman,4
dark,arts,4
fine,arts,4
beaux,arts,4
martial,arts,4
jester,things that have bells,4
morris-dancer,things that have bells,4
sleigh,things that have bells,4
swiss-cow,things that have bells,4
cutaway,camera shots,4
noddy,camera shots,4
wide,camera shots,4
talking-head,camera shots,4
edmonds,taxi drivers,4
bickle,taxi drivers,4
housego,taxi drivers,4
fry,taxi drivers,4
wall,streets in new york city,4
42nd,streets in new york city,4
lafayette,streets in new york city,4
canal,streets in new york city,4
ernst,famous people called max,4
hastings,famous people called max,4
clifford,famous people called max,4
miller,famous people called max,4
dogs,go to the,4
country,go to the,4
wire,go to the,4
top-of-the-class,go to the,4
sedan,19th century battles,4
gettysburg,19th century battles,4
balaclava,19th century battles,4
waterloo,19th century battles,4
cap,things that go on teeth,4
crown,things that go on teeth,4
bridge,things that go on teeth,4
veneer,things that go on teeth,4
balaclava,places in ukraine,4
odessa,places in ukraine,4
kiev,places in ukraine,4
yalta,places in ukraine,4
democracy,michael frayn plays,4
benefactors,michael frayn plays,4
noises-off,michael frayn plays,4
copenhagen,michael frayn plays,4
bucephalus,military horses,4
nelson,military horses,4
traveller,military horses,4
marengo,military horses,4
taylor,members of queen,4
mercury,members of queen,4
may,members of queen,4
deacon,members of queen,4
zodiac,ford vehicle models,4
prefect,ford vehicle models,4
transit,ford vehicle models,4
scorpio,ford vehicle models,4
pastor,religious offices,4
cantor,religious offices,4
priest,religious offices,4
bishop,religious offices,4
power,classes of mathematical series,4
harmonic,classes of mathematical series,4
fourier,classes of mathematical series,4
telescoping,classes of mathematical series,4
okay,pronounced as two letters,4
eighty,pronounced as two letters,4
tepee,pronounced as two letters,4
excess,pronounced as two letters,4
mushroom,things with poisonous varieties,4
jellyfish,things with poisonous varieties,4
snake,things with poisonous varieties,4
algae,things with poisonous varieties,4
clematis,types of vines,4
wisteria,types of vines,4
grape,types of vines,4
ivy,types of vines,4
tomato,words of native american origin,4
mesquite,words of native american origin,4
toboggan,words of native american origin,4
kayak,words of native american origin,4
strudel,turnovers,4
knish,turnovers,4
bridie,turnovers,4
calzone,turnovers,4
scar,disney animated villains,4
ursula,disney animated villains,4
stromboli,disney animated villains,4
hades,disney animated villains,4
ned,"""old"" names for the devil",4
scratch,"""old"" names for the devil",4
nick,"""old"" names for the devil",4
harry,"""old"" names for the devil",4
doll,nicknames for women,4
bird,nicknames for women,4
dame,nicknames for women,4
sheila,nicknames for women,4
electric,eel,4
moray,eel,4
conger,eel,4
sand,eel,4
campion,famous new zealanders,4
hillary,famous new zealanders,4
rutherford,famous new zealanders,4
finn,famous new zealanders,4
murray,test wicketkeepers,4
prior,test wicketkeepers,4
engineer,test wicketkeepers,4
gilchrist,test wicketkeepers,4
angus,historic counties of scotland,4
sutherland,historic counties of scotland,4
fife,historic counties of scotland,4
argyll,historic counties of scotland,4
lewis,americans called jerry,4
hall,americans called jerry,4
garcia,americans called jerry,4
springer,americans called jerry,4
yell,islands around the british isles,4
jersey,islands around the british isles,4
hoy,islands around the british isles,4
mull,islands around the british isles,4
cocker,breeds of spaniel,4
field,breeds of spaniel,4
king-charles,breeds of spaniel,4
sussex,breeds of spaniel,4
ink,magnetic,4
north,magnetic,4
flux,magnetic,4
storm,magnetic,4
steel,liberal democrat leaders,4
cable,liberal democrat leaders,4
campbell,liberal democrat leaders,4
kennedy,liberal democrat leaders,4
browning,submachine guns,4
owen,submachine guns,4
lanchester,submachine guns,4
thompson,submachine guns,4
orange,members of take that,4
donald,members of take that,4
barlow,members of take that,4
williams,members of take that,4
fighting,types of pokémon,4
grass,types of pokémon,4
dragon,types of pokémon,4
psychic,types of pokémon,4
clock,haydn symphonies,4
surprise,haydn symphonies,4
military,haydn symphonies,4
london,haydn symphonies,4
platen,parts of a typewriter,4
ribbon,parts of a typewriter,4
key,parts of a typewriter,4
carriage,parts of a typewriter,4
alarm,clocks,4
cuckoo,clocks,4
candle,clocks,4
chess,clocks,4
potato,things that have eyes,4
storm,things that have eyes,4
needle,things that have eyes,4
jupiter,things that have eyes,4
mr-benn,wore bowler hats,4
alex-delarge,wore bowler hats,4
oddjob,wore bowler hats,4
the-riddler,wore bowler hats,4
von-richtofen,nicknamed the red,4
vivaldi,nicknamed the red,4
mars,nicknamed the red,4
manchester-united,nicknamed the red,4
kelloggs,cockerel logos,4
tottenham-hotspur,cockerel logos,4
pathé,cockerel logos,4
france,cockerel logos,4
realm,last letter removed = a currency,4
randy,last letter removed = a currency,4
dinara,last letter removed = a currency,4
levi,last letter removed = a currency,4
helicopter,blades,4
razor,blades,4
sheffield-united,blades,4
ice-skate,blades,4
museum,internet top level domains,4
org,internet top level domains,4
biz,internet top level domains,4
gov,internet top level domains,4
milky-way,galaxies,4
cigar,galaxies,4
pinwheel,galaxies,4
andromeda,galaxies,4
blood,things that can be drawn,4
cart,things that can be drawn,4
curtain,things that can be drawn,4
sword,things that can be drawn,4
pollux,stars,4
vega,stars,4
betelgeuse,stars,4
altair,stars,4
martin-bell,men in white suits,4
tony-manero,men in white suits,4
marty-hopkirk,men in white suits,4
sidney-stratton,men in white suits,4
number,perfect,4
10,perfect,4
tense,perfect,4
pitch,perfect,4
mark-twain,12 feet,4
36576cm,12 feet,4
4yds,12 feet,4
snooker-table,12 feet,4
nikita,elton john hits,4
passengers,elton john hits,4
blue-eyes,elton john hits,4
the-one,elton john hits,4
blood,things that can be pumped,4
tyre,things that can be pumped,4
iron,things that can be pumped,4
shotgun,things that can be pumped,4
stalk,sound like names of birds,4
petrol,sound like names of birds,4
skewer,sound like names of birds,4
miner,sound like names of birds,4
sacrifice,chess tactics,4
pin,chess tactics,4
fork,chess tactics,4
discovered-attack,chess tactics,4
no,bond villains,4
drax,bond villains,4
klebb,bond villains,4
orlov,bond villains,4
tub,chairs,4
rocking,chairs,4
windsor,chairs,4
carver,chairs,4
belmont,hymn tunes,4
crimond,hymn tunes,4
richmond,hymn tunes,4
cwm-rhondda,hymn tunes,4
kent,landscape gardeners,4
repton,landscape gardeners,4
jekyll,landscape gardeners,4
loudon,landscape gardeners,4
béarn,sauces calledaise,4
bordel,sauces calledaise,4
holland,sauces calledaise,4
mayonn,sauces calledaise,4
st-ives,british art schools,4
euston-road,british art schools,4
newlyn,british art schools,4
glasgow,british art schools,4
norwich,love letter abbreviations,4
italy,love letter abbreviations,4
boltop,love letter abbreviations,4
swalk,love letter abbreviations,4
air,kisses,4
judas,kisses,4
french,kisses,4
butterfly,kisses,4
gardens,kensington,4
gore,kensington,4
oval,kensington,4
olympia,kensington,4
pear,cuts of diamond,4
emerald,cuts of diamond,4
brilliant,cuts of diamond,4
baguette,cuts of diamond,4
wolfgang,characters in swan lake,4
odette,characters in swan lake,4
siegfried,characters in swan lake,4
princess,characters in swan lake,4
mannerheim,wwii defensive lines,4
maginot,wwii defensive lines,4
gin-drinkers,wwii defensive lines,4
gothic,wwii defensive lines,4
deal,raw,4
data,raw,4
sewage,raw,4
meat,raw,4
induction,educational courses,4
sandwich,educational courses,4
foundation,educational courses,4
refresher,educational courses,4
watson,detective sidekicks,4
burden,detective sidekicks,4
lewis,detective sidekicks,4
bunter,detective sidekicks,4
hastings,cinque ports,4
dover,cinque ports,4
new-romney,cinque ports,4
hythe,cinque ports,4
l,urban transport systems,4
clockwork-orange,urban transport systems,4
tube,urban transport systems,4
bart,urban transport systems,4
goofy,surfing terms,4
wipe-out,surfing terms,4
point-break,surfing terms,4
hang-ten,surfing terms,4
sinister,left handedness,4
mancini,left handedness,4
southpaw,left handedness,4
gauche,left handedness,4
jarre,film composers,4
horner,film composers,4
zimmer,film composers,4
goodwin,film composers,4
beemer,nicknames for car manufacturers,4
caddy,nicknames for car manufacturers,4
jag,nicknames for car manufacturers,4
roller,nicknames for car manufacturers,4
celtic,types of cross,4
greek,types of cross,4
lorraine,types of cross,4
calvary,types of cross,4
bolognese,toy dogs,4
maltese,toy dogs,4
pug,toy dogs,4
papillon,toy dogs,4
scooby,cockney rhyming slang,4
syrup,cockney rhyming slang,4
chevy,cockney rhyming slang,4
plates,cockney rhyming slang,4
chalky,naval nicknames,4
spud,naval nicknames,4
dusty,naval nicknames,4
nobby,naval nicknames,4
ginger,types of beer,4
wheat,types of beer,4
white,types of beer,4
root,types of beer,4
triad,terms used in musical harmony,4
suspension,terms used in musical harmony,4
interval,terms used in musical harmony,4
cadence,terms used in musical harmony,4
swing,bridges,4
arch,bridges,4
beam,bridges,4
pontoon,bridges,4
trojan-horse,malware,4
keylogger,malware,4
virus,malware,4
worm,malware,4
thunderbolt,lyrics in bohemian rhapsody,4
galileo,lyrics in bohemian rhapsody,4
beelzebub,lyrics in bohemian rhapsody,4
fandango,lyrics in bohemian rhapsody,4
submarine,us sandwiches,4
torpedo,us sandwiches,4
hoagie,us sandwiches,4
poor-boy,us sandwiches,4
clockwise,anti,4
christ,anti,4
neutrino,anti,4
climax,anti,4
gully,fielding positions in cricket,4
cover,fielding positions in cricket,4
point,fielding positions in cricket,4
square,fielding positions in cricket,4
ulysses,works by lord tennyson,4
sir-galahad,works by lord tennyson,4
locksley-hall,works by lord tennyson,4
the-princess,works by lord tennyson,4
topaz,lottery draw machines,4
guinevere,lottery draw machines,4
merlin,lottery draw machines,4
garnet,lottery draw machines,4
agate,typographic measures,4
em,typographic measures,4
pica,typographic measures,4
